Occupation - Unit group - National Occupational Classification (NOC) 2021 (819) 10,,,,
41407 Program officers unique to government,85,"62,400","72,000",Prince Edward Island
41409 Other professional occupations in social science,15,0,"45,000",Prince Edward Island
"42 Front-line public protection services and paraprofessional occupations in legal, social, community, education services","2,690","36,800","40,600",Prince Edward Island
421 Occupations in front-line public protection services,240,"100,000","92,000",Prince Edward Island
4210 Occupations in front-line public protection services,240,"100,000","92,000",Prince Edward Island
42100 Police officers (except commissioned),220,"102,000","94,000",Prince Edward Island
42101 Firefighters,0,0,0,Prince Edward Island
42102 Specialized members of the Canadian Armed Forces,0,0,0,Prince Edward Island
"422 Paraprofessional occupations in legal, social, community and education services","2,455","34,000","35,640",Prince Edward Island
"4220 Paraprofessional occupations in legal, social, community and education services","2,455","34,000","35,640",Prince Edward Island
42200 Paralegals and related occupations,100,"45,600","48,000",Prince Edward Island
42201 Social and community service workers,"1,210","44,400","44,600",Prince Edward Island
42202 Early childhood educators and assistants,"1,055","25,400","24,160",Prince Edward Island
42203 Instructors of persons with disabilities,40,"64,000","64,000",Prince Edward Island
42204 Religion workers,50,"11,100","15,200",Prince Edward Island
43 Assisting occupations in education and in legal and public protection,"1,100","34,800","34,800",Prince Edward Island
431 Assisting occupations in educational,865,"32,000","27,900",Prince Edward Island
4310 Assisting occupations in education,865,"32,000","27,900",Prince Edward Island
43100 Elementary and secondary school teacher assistants,735,"33,200","30,000",Prince Edward Island
43109 Other instructors,130,"8,100","15,600",Prince Edward Island
432 Assisting occupations in legal and public protection,240,"59,200","59,600",Prince Edward Island
4320 Assisting occupations in legal and public protection,240,"59,200","59,600",Prince Edward Island
43200 Sheriffs and bailiffs,35,"54,800","48,000",Prince Edward Island
43201 Correctional service officers,70,"73,000","72,000",Prince Edward Island
43202 By-law enforcement and other regulatory officers,40,"41,600","52,000",Prince Edward Island
"43203 Border services, customs, and immigration officers",30,0,"38,000",Prince Edward Island
43204 Operations members of the Canadian Armed Forces,70,"62,800","64,000",Prince Edward Island
44 Care providers and legal and public protection support occupations,545,"16,600","23,200",Prince Edward Island
441 Home care provider occupations,510,"16,000","22,900",Prince Edward Island
4410 Home care provider occupations,510,"16,000","22,900",Prince Edward Island
44100 Home child care providers,205,"10,900","17,600",Prince Edward Island
"44101 Home support workers, caregivers and related occupations",310,"23,600","26,200",Prince Edward Island
442 Primary combat members of the Canadian Armed Forces,35,"24,400","28,000",Prince Edward Island
4420 Primary combat members of the Canadian Armed Forces,35,"24,400","28,000",Prince Edward Island
44200 Primary combat members of the Canadian Armed Forces,35,"24,400","28,000",Prince Edward Island
"45 Student monitors, crossing guards and related occupations",25,0,"11,000",Prince Edward Island
"451 Student monitors, crossing guards and related occupations",25,0,"11,000",Prince Edward Island
"4510 Student monitors, crossing guards and related occupations",25,0,"11,000",Prince Edward Island
"45100 Student monitors, crossing guards and related occupations",25,0,"11,000",Prince Edward Island
"5 Occupations in art, culture, recreation and sport","1,900","15,400","28,920",Prince Edward Island
"50 Specialized middle management occupations in art, culture, recreation and sport",110,"51,600","44,000",Prince Edward Island
"500 Specialized middle management occupations in art, culture, recreation and sport",110,"51,600","44,000",Prince Edward Island
"5001 Managers in art, culture, recreation and sport",110,"51,600","44,000",Prince Edward Island
"50010 Library, archive, museum and art gallery managers",30,0,"48,000",Prince Edward Island
"50011 Managers - publishing, motion pictures, broadcasting and performing arts",20,0,"44,000",Prince Edward Island
"50012 Recreation, sports and fitness program and service directors",60,"51,600","42,000",Prince Edward Island
51 Professional occupations in art and culture,460,"26,400","33,800",Prince Edward Island
511 Professional occupations in art and culture,460,"26,400","33,800",Prince Edward Island
"5110 Librarians, archivists, conservators and curators",45,"58,000","54,000",Prince Edward Island
51100 Librarians,30,0,"64,000",Prince Edward Island
51101 Conservators and curators,0,0,0,Prince Edward Island
51102 Archivists,0,0,0,Prince Edward Island
"5111 Writing, translating and related communications professionals",250,"25,800","31,200",Prince Edward Island
51110 Editors,40,"35,600","40,000",Prince Edward Island
51111 Authors and writers (except technical),95,"3,920","19,200",Prince Edward Island
51112 Technical writers,25,0,"60,000",Prince Edward Island
51113 Journalists,70,"27,400","31,000",Prince Edward Island
"51114 Translators, terminologists and interpreters",15,0,"36,000",Prince Edward Island
5112 Creative and performing artists,165,"23,800","31,400",Prince Edward Island
"51120 Producers, directors, choreographers and related occupations",45,"44,800","60,000",Prince Edward Island
"51121 Conductors, composers and arrangers",25,0,"26,000",Prince Edward Island
51122 Musicians and singers,95,"11,400","18,000",Prince Edward Island
"52 Technical occupations in art, culture and sport",470,"39,200","45,800",Prince Edward Island
